x_0,x_1,x_2,x_3,y
250161,125519,-240700,453894,-58109
422209,928474,93208,145727,-57886
193409,289338,-227115,71152,-57769
379179,886576,-263994,180586,-57683
222629,703905,102301,50831,-57547
262271,357403,-332891,365123,-57092
246604,534250,-184371,193905,-56456
459017,702744,-192754,225463,-55961
209867,460871,-81033,74828,-54334
225249,153234,-199253,320121,-54035
362954,752638,-317342,117241,-53779
332188,197602,-349628,305426,-53559
428794,1046726,63475,149181,-53458
195008,757844,-102345,-39855,-53080
440558,1531295,-284780,-90329,-52614
463512,1139828,39290,131167,-52313
296407,584672,-379171,-30337,-51856
282419,504245,-213930,124934,-51645
230973,266146,366963,365016,-51579
465629,1535000,280575,104710,-51541
300215,234258,90948,310142,-51403
258405,614871,-144876,98363,-51225
347288,1150658,-322908,80928,-51128
426053,1271037,-8354,-6814,-50884
418975,999127,-245801,105843,-50874
255957,266476,-93176,398836,-50666
198484,652099,-258856,125016,-50215
461147,1226797,-124784,-30535,-50209
260164,634916,41453,151933,-49650
218104,437194,-152238,286389,-49598
196862,667791,-55123,-191253,-49325
211564,684496,-367905,-30208,-49152
323747,733152,41293,79983,-49083
255406,703581,-264975,79048,-48719
352908,693983,-506529,32451,-48703
285842,452353,-289680,254878,-48437
205048,-100547,-300617,198495,-48092
225907,838855,341399,332482,-47888
216486,169108,-345231,244480,-47609
421696,1473311,-247863,-21064,-47185
202504,-199827,81494,352620,-46776
299198,732557,238846,79943,-46122
231734,371074,-446043,227953,-45672
431690,1006338,-501166,193501,-44850
384467,484242,-354374,190681,-43797
192901,-433483,-280500,268770,-43750
469521,39902,-82350,393958,-43328
464562,669036,-271785,416422,-43099
239629,615286,110753,321745,-42422
243782,808663,-107753,88274,-42353
369564,979633,-98787,367860,-42313
224742,875773,-293361,-12131,-42278
218705,531220,-112471,311252,-41774
240472,-132440,-448153,433100,-41756
228620,1593672,374093,-153117,-41432
387248,967200,-177185,258153,-40430
294157,551245,270744,300683,-38847
415168,864092,-277983,259462,-38689
299241,773393,-119148,72114,-38316
448353,891135,20129,410478,-38306
317475,1153269,203556,33351,-37999
434329,1178421,-548284,-112858,-37599
418640,1420273,-96865,25155,-36905
284262,821904,171914,124993,-36766
379850,228998,313739,510307,-36313
197388,602468,-248934,50570,-35466
448201,439204,11258,101097,-35167
464766,1189922,-220208,63638,-34654
375713,1802500,196731,-197895,-34515
461799,1275655,-95449,-84419,-34481
225720,311546,117226,413256,-34031
390249,482816,-246646,277098,-33666
382373,380361,26643,249267,-33450
293232,450345,86694,194658,-33311
337187,278176,-183466,259162,-33206
383678,753036,-244317,330683,-32923
424055,722650,-291452,114854,-32821
440304,923676,-170126,45329,-31252
285579,538597,63383,39566,-31121
194899,497635,151946,125642,-31018
284618,638336,-297668,-57017,-30909
436668,882365,209064,-1635,-30810
366242,769532,28085,203602,-30604
209052,158966,-567237,83471,-30474
201176,515934,-317885,50589,-30421
395382,911745,-30068,79095,-30377
470148,512650,-226193,250879,-30303
412971,938499,-344182,246701,-29737
289622,195918,-271326,227970,-29697
315589,468285,-181262,88097,-29644
467195,1095194,133959,-554,-29403
368122,1010808,-282891,251339,-28241
249315,1061840,64539,-43950,-28123
453515,215351,-247743,192988,-27370
226138,972599,-73279,-192299,-27346
248660,1140,-443663,313387,-26899
345831,502995,253043,324393,-26821
458320,700351,106565,228105,-26506
356806,477734,-288506,376410,-26490
298629,833110,-371124,3070,-26438
432544,1175345,-9280,122042,-25040
192836,720168,-13240,-33118,-24995
323805,291000,-417778,192842,-24339
398433,1176767,170847,217888,-24116
194777,572273,-149623,-73250,-24000
411873,715543,278179,43127,-23346
319191,732487,-88163,10754,-22919
269806,522920,6998,229382,-22896
260129,345742,-341884,52416,-22563
216554,1286741,-69635,6200,-22271
283175,356148,72696,-28512,-22254
428450,-11083,-492003,367282,-22078
332159,801956,-324735,120745,-21129
197132,503507,-287947,116160,-21069
470610,1052494,18387,269046,-20581
350064,618232,141258,200266,-20505
355504,1247564,-83439,91322,-19561
417224,807404,-298810,116121,-19020
326633,847091,-287435,820,-17867
237571,-317382,-230302,277053,-17469
315536,669697,-71691,186451,-16777
327644,551430,-761826,35241,-15580
300329,880928,81854,-54286,-15327
209531,464814,-1923,240120,-14694
428191,1336535,153790,38524,-14603
328421,690101,249949,22501,-14330
466136,342876,-396532,376717,-14191
407219,-156974,-352878,411997,-14098
306660,649850,176486,89732,-13894
257426,-31016,-225525,383124,-13549
335971,710749,298272,254299,-13525
223089,654762,23704,180703,-13490
303693,891840,11682,136860,-13445
225277,55701,-17912,307600,-12917
327660,698973,-5784,59516,-12591
213206,88408,-34623,270515,-12417
347427,918874,-309972,-9833,-11365
372281,1262200,-114816,17739,-11295
298964,142312,91411,406751,-10002
364699,770463,-34838,22874,-9938
309381,777279,-181805,-187367,-9477
459715,1387181,-148596,100808,-9108
194517,19749,265499,384434,-8402
414233,460110,349869,462092,-7670
462997,754224,-584132,403105,-7128
465619,1150389,606698,278968,-6440
318557,1019672,-230004,-73814,-6202
262456,-326923,-327206,615990,-5293
327323,444884,32596,63124,-4689
440705,772621,-63422,309947,-4527
418060,568112,-9045,313525,-4049
228795,-203681,-276375,410934,-3852
311298,1140059,362105,-18959,-3496
217655,-136555,-53032,259685,-3284
370483,1522993,385098,100904,-3103
239570,679965,-85018,35327,-3003
410170,690329,332098,412540,-2593
290898,452863,-35992,244678,-2222
468610,1112831,-9608,24955,-2216
438996,401603,528601,143773,-1799
362865,16644,-448450,258094,-851
392664,717128,-401623,45977,-757
307521,730503,96537,5603,-713
321766,222264,41909,283112,-592
320281,249253,-91513,157309,-591
265394,928926,23926,-140293,-398
381099,753739,-245245,277556,-373
221813,-40192,-51337,296577,786
401490,1025530,35909,319062,858
403435,878618,-512388,123282,1120
241630,948605,304173,226788,1737
301522,258733,-372168,195261,1899
216969,115102,101320,216396,1978
240445,880937,-93035,-81033,2054
390860,987963,117263,92949,2812
324799,-64350,-18492,622661,3135
276207,1393271,409615,-42325,4052
377780,666550,31284,163175,4640
209239,-75211,-277930,177765,4706
251933,-320122,-236161,384885,4724
267902,513385,240784,375190,5024
276007,355804,-271548,91986,5044
365074,934429,-190703,10953,5172
357854,920456,-33700,13022,5791
216190,280852,-390268,280709,6326
334113,656524,-136328,19597,6403
288660,706657,-55952,-115899,6490
276733,579712,-30087,77128,6691
338992,1092299,347851,65858,6931
419859,709890,-226725,169933,6953
375273,1222112,-296476,-146578,7318
273583,249481,-187223,171163,7349
242167,1146359,23302,76896,7502
210937,807331,-76873,-16875,7748
405403,31474,-446489,226745,8144
299907,1098978,38034,135405,8149
228708,585259,21365,-114337,8295
441595,1157341,-110330,170218,9296
328024,697150,-159709,50896,9716
412838,290450,-101847,474451,9839
357067,629225,65132,375940,9968
359865,733146,-242496,49987,10001
286940,-86596,-360047,274368,10607
259475,419586,-640742,-168230,10823
465303,1001682,-48358,157005,11814
251895,1616,-334415,119134,11829
440451,964608,-135037,219093,11926
262823,443347,-196775,115201,12825
252027,-568963,-38159,429083,13338
272462,-224506,24626,597404,13800
292935,788643,-102358,165240,14159
313303,443239,-178542,243809,14951
247191,311146,-300637,139438,15358
224884,379632,187947,103969,16008
216953,436119,209608,94061,16221
350165,350615,-580170,253983,16574
211040,703945,50951,22592,16649
237450,170320,-331602,191936,17204
199528,304516,245035,10920,17359
289857,570719,93381,339137,17472
210750,-379909,242601,528806,18773
235374,268771,29885,192837,18891
280469,1648084,-4509,-118502,19010
308989,117659,79062,465311,19187
303266,267498,-24548,447715,19463
227428,-138930,115663,379481,19495
451000,937767,53550,245257,20461
302711,56097,-449841,165272,20483
348633,429919,78114,184181,21235
354209,434269,-309237,128619,22145
277978,138883,-382136,258652,22228
297872,788785,-79540,-233708,22780
378517,606927,-80301,24814,23091
308526,335610,6684,159366,23226
204490,217442,-422807,11398,23617
321559,331431,82704,335216,23929
430962,965500,-6923,-70917,24092
455842,1097437,-369016,166820,24981
215369,-53410,-343810,189722,25464
333340,191077,-121596,250886,25695
247003,166634,115159,233515,25989
322417,320130,-291044,137084,26079
364131,221346,-1926,296316,26240
226686,683432,169425,-68920,27591
264031,400650,209999,180795,28286
367815,847116,-248358,381943,28539
466498,517904,-28260,99059,28772
461017,1207390,-170307,-51876,28916
404372,299165,-337840,199345,29507
346410,-107494,-360232,515987,29536
231405,-6922,300206,136939,29596
211353,188883,-139999,217905,29694
352203,515498,127796,448615,29989
217753,72271,-331321,47198,30137
410361,1029233,-174702,223323,30369
470774,747722,-277400,53686,30468
283132,650267,-114328,-56014,31198
248546,-253620,-352778,304431,32384
361773,46899,-257614,393066,32548
341689,848615,-37102,127886,32676
212303,676067,35022,-33428,33076
418196,910102,-175964,160356,33120
242024,836992,-159658,-275125,33139
392952,1175829,236469,145812,34087
209337,-340975,-497796,339141,34553
251152,315770,54749,431188,34683
230644,163521,-7635,170380,34717
296588,689585,244005,59852,34812
271555,469251,13929,182651,35014
264782,605345,-103891,79133,35079
432534,457383,-385393,141862,36530
316998,180594,-116291,135434,36577
253821,-407863,-219677,560974,37153
349185,1250002,405996,127140,37197
201378,-147222,-259871,286691,37426
394304,749789,-325359,101513,37624
274115,253130,-304588,184850,37716
323131,-44705,-69040,387995,38195
440130,382547,43946,126593,39094
318994,232660,-285209,170010,39424
348592,877109,-113012,119278,39443
440219,217993,-232725,283101,39942
456448,490723,-462213,178720,40271
314257,179398,-535900,215406,40518
422246,1128975,163949,-115344,40686
196175,138721,125530,-32583,40726
380914,874946,-135882,-19716,40727
207669,713481,-365623,-12774,40795
233670,642695,-275800,-29534,40907
258809,164858,24259,127141,41066
444235,717203,-269506,148022,41205
230369,402421,-106995,-17024,41491
328428,8683,63805,419596,41578
469068,1335406,172581,30562,42654
256002,347613,-511752,88095,42796
315251,129614,-184573,75206,43212
442790,888539,-142454,58034,43587
259107,547592,-327557,1666,43799
216653,-403598,97683,383583,43977
368505,772009,-110340,245055,44400
240710,151732,-127842,31047,44802
293978,500288,-476780,73317,45451
246269,1017753,286135,-78660,46535
280795,-43752,-657486,238357,47001
415666,1027561,227702,186536,47184
275055,-315495,-75490,180024,47338
318721,154546,-545110,178255,47421
313508,850854,32439,214304,48620
211065,-57806,-665167,327306,49223
383229,184572,-295054,320607,49299
356764,-103697,70380,456842,49750
455286,844332,85730,347057,49838
246575,167199,-256303,85264,49991
244029,-437328,-231697,297346,50020
345908,1100309,-17912,-40692,50398
299757,851648,-146249,106538,50981
269409,342534,-361175,-60459,50987
201345,116167,-164973,31605,51112
216278,704933,24333,46031,51274
193657,-277965,-119050,361823,51357
343809,919704,96039,144402,51374
196182,373268,-113482,-81440,52391
277377,831865,143543,-24285,52553
248809,178783,-127299,250013,52839
290256,544133,-86598,45876,53376
310558,495215,-562637,149190,53458
325881,637763,208005,343179,53738
469288,962673,-159362,-119460,53751
208875,569567,11745,26960,53865
254640,211138,267658,319813,53895
445102,225031,-180321,393686,54394
453297,1116128,-126970,96820,54605
456157,350763,27576,329196,54690
291660,244788,216783,258220,55071
398630,777123,-383291,106923,55263
408602,687555,495824,322186,55281
226994,513491,-5173,-24579,55405
288313,35546,-227435,227195,55758
312148,601733,-164908,23327,55922
281264,-157281,-692819,85758,55924
454769,1341932,-79612,73628,55928
214976,478862,588678,234179,56216
399678,415612,-325355,205378,56522
239890,497132,196151,-47838,57037
200541,-99481,127170,173541,57197
453470,126497,-308392,-39793,57430
361861,251010,-527301,120400,57515
270004,-182818,-98101,380758,57727
297550,148776,-113311,225614,58201
229525,-157352,-11533,269006,58378
301738,620360,-49066,258181,58566
367303,529791,-121549,37119,58663
263928,107353,-468064,-69247,58737
386358,795339,-53384,229595,59148
292354,447251,-153174,335341,59427
236170,-137596,156672,310568,59586
401079,1090904,44470,159611,59725
208718,154053,-38549,68175,59748
338658,684740,-145610,139534,60387
469217,1264767,-416718,94502,60393
210895,19687,-4507,399151,60493
340049,390341,519660,305400,60968
273359,-107002,-215297,438432,61073
291671,1220220,-486779,-129679,61328
232418,362460,12833,112056,61375
232450,437628,-255175,-143365,61469
215455,9722,-166441,190519,61618
469169,1055203,-253632,170204,61673
452322,621116,-539802,373959,61765
254347,221199,-616095,161475,62218
220412,-222025,-437601,252327,62300
264339,710056,-47764,76500,62589
410425,938674,-514741,-5514,62754
303215,365218,-69587,183196,62894
464446,160401,258912,380128,63097
442245,477711,-39458,265889,63952
241230,316256,-19464,216587,64090
254198,737118,204005,210035,64269
281133,-20352,-718741,44797,64552
441345,774800,395979,180075,64927
296500,-144732,-19296,258772,65086
379660,-38923,-560013,217924,65790
246622,83716,68496,279836,66612
355865,34806,-478318,210199,67612
379565,432889,-289347,223074,67756
415277,332245,298042,397816,67779
350152,717736,-52048,121543,67912
256297,320833,-209469,193798,67979
201656,-449445,-187949,357203,68411
316656,43881,-43260,284906,69825
460513,954197,95422,288837,70303
211928,-229639,-185387,273757,71340
402640,-503921,-242967,533675,71612
398107,301373,361976,340141,71643
465767,227926,-295846,214158,72045
369463,767318,-241688,-163152,72202
418388,784408,149413,174189,72658
314054,1018004,149201,106695,73031
301059,-238044,569781,521765,73504
299523,422505,-545183,64106,73570
199342,-30849,-239287,231384,73598
408309,874919,147768,218150,74074
431466,956291,-233329,-28614,74971
257147,302083,-149581,137411,75201
469071,512511,-23203,225983,75851
409976,547174,-118142,177893,76666
434137,412663,-247744,389976,76667
374731,667424,-263980,26611,76799
263195,-397494,292510,511848,76804
216716,-84086,-438109,283202,76844
296636,117401,-15989,235126,77085
443600,499196,146924,212858,77349
346839,-32124,-326531,232428,77684
248230,617097,357445,13295,77711
376748,228140,176039,568784,78013
356218,1079072,-23990,62195,78243
327840,-105381,-193116,213235,78311
254351,-141750,-168064,395077,79084
227284,308220,-613143,140614,79297
384456,693902,806882,319450,80611
444163,636226,-337613,293863,80719
258912,268407,-217632,32363,80788
232682,169726,213496,114560,80968
199111,-136551,-321009,266765,81006
383651,430474,-64417,219355,81354
406922,1096421,-264647,54609,81871
342864,12980,-457820,259618,81871
462870,216447,-198191,263273,82110
261349,146764,-277456,-70937,82115
300932,795821,-76163,137517,82321
257079,392118,-99573,162962,82522
293217,356198,-379166,-48344,82533
280825,259337,255979,67834,82637
440734,338971,-29411,278231,82742
435158,264269,-418505,125316,82953
381800,300924,-46658,302468,83173
256516,-206525,178006,198280,83314
357780,435326,78499,68366,83639
380984,408331,-74856,339664,83701
217102,-135891,275881,213343,84269
239643,1013692,187988,-145275,84399
295711,-517887,-662002,236686,84638
301609,379999,23756,323583,84794
395319,492794,-80944,254313,84890
324280,431756,291294,140911,84903
370570,1115720,-37375,-106251,84977
197341,34861,-57361,160375,85136
310225,371218,181750,57569,85235
390602,-118257,-403210,319580,85295
274203,515701,248772,54482,85439
323427,-320877,113465,427641,85903
289974,655347,147069,63152,85995
256358,506964,-77027,-44357,86211
296881,540233,-432458,10780,86575
357390,297802,-10515,181168,86783
285755,-710283,-499340,169066,86873
388410,495383,-495663,115484,87019
192913,-102377,-170045,46461,87300
337873,442687,326703,180095,87631
449080,1061763,134033,215597,87659
449214,690892,-20577,279113,88258
227059,-10761,-549434,205918,88310
260931,120945,-557767,135655,88609
319604,416274,52887,315693,88714
251543,-33734,-381166,171850,88827
317749,193613,-474916,94991,89098
268206,-262786,-12310,311292,89280
319289,31617,67700,153039,89608
246981,669073,-15022,-41451,89639
282129,286204,311273,199492,89752
237531,-52046,212781,218757,90273
291209,323918,237573,285109,90312
450298,496644,166667,324433,91078
256450,245700,-138035,178371,91450
433765,402608,-262292,464171,91464
309289,184389,61459,62322,92006
251742,194322,540548,403942,92116
196566,58479,-404269,99621,92562
294444,889108,-46875,-124735,92570
378117,795148,-270497,122330,92724
368699,332322,-187126,171593,92848
292665,507513,-161847,18377,92895
404272,813094,126733,189229,92993
290555,667,92382,332644,93143
275281,-246529,-119006,324744,94463
383493,295914,17242,102241,94555
388219,1031254,319949,-781,94586
468801,334045,41052,420734,95161
234318,145680,-273353,52411,95199
218412,-163524,-143191,84775,95200
388288,373696,-134863,225978,95503
231990,65922,91588,52516,95898
329201,-376747,-143746,452730,96114
239087,485012,-128671,71295,96170
217776,-289297,-96886,354144,96279
298773,-103557,-320270,191127,97788
448823,1258011,-155933,13571,98297
350867,456758,-579859,192900,98350
295657,140828,343923,204728,98401
438433,306934,-302476,177424,98849
239875,-188161,-497994,54534,99056
345168,73529,59852,372387,99308
240747,706102,482126,68926,99650
278354,117464,-249591,81667,99656
242633,-46174,-461036,280902,100007
339254,-143,-365847,179725,100258
332994,760897,94125,96674,100480
318647,429613,-492264,-16935,100764
402400,345906,-167870,148306,100862
355776,508814,-337614,82122,100923
322145,-104990,-11127,332906,101105
272537,28618,-248574,384311,101614
376350,552251,-100529,63280,101660
373914,-308296,207954,374658,101797
219570,-384352,-371386,225602,102163
209835,117003,60781,57285,102320
245167,150592,33302,145623,102584
243193,231682,-292238,22636,103472
347618,1119870,405146,11363,103611
432308,354866,136282,55174,104081
449669,621172,-304816,-13997,104189
227234,286526,-676224,9047,104455
308021,515433,92832,27147,104596
210688,268629,-271138,58751,104653
216907,148905,-173521,29096,104937
454763,438241,-248596,296981,104975
457187,781502,218907,236814,105002
322106,259972,-84932,65453,105104
315169,664995,-147685,-172816,105387
375985,-156609,-72993,409099,105542
347702,-113825,-377162,411109,105860
239061,-501880,-274868,476089,106474
303254,554245,125742,321569,106912
330582,-278176,293635,385249,107173
248506,336677,306131,357001,107210
379734,1043732,44845,-26364,107926
425885,494883,123326,112659,108219
417495,654890,48066,-24951,108444
287758,170940,133966,117695,108939
222734,260173,-89217,99877,109337
236354,-33447,135857,133750,109921
254591,337689,-326504,23976,110165
348398,163791,-106628,197387,110184
454080,640372,51573,-31462,110263
300266,473510,141491,-28632,110519
311283,294908,17043,293557,110554
412921,-304200,228777,501371,110718
245042,-89450,-153269,85546,111080
293570,-228730,-363739,125857,111361
305059,89266,-127322,308674,111667
442167,863523,-231861,197547,111736
320254,728790,34603,-90923,111748
369754,305626,-71375,182188,111958
257852,378907,-444233,-30002,111980
465809,684968,220164,139122,112236
228641,-117916,-332689,256927,112474
258354,-155919,-512764,167349,112524
407369,112032,166648,230540,113019
213371,357853,-201047,-59442,113219
427108,549950,104693,213127,114509
338266,-43878,34240,258282,114896
385932,666211,-352598,29713,114992
379809,322280,-232417,260310,115515
421320,-65194,-515863,445254,115888
336808,231796,54591,132287,116085
225440,47589,-46411,16157,116254
432088,550549,-528467,206062,116341
366228,806420,-414851,-29251,116530
220051,-581157,-68587,351011,116640
414316,460384,140197,295124,116661
291827,30691,-199709,27580,116671
291153,204736,-13022,167996,116684
382042,534046,-216556,187489,116698
395487,107156,243694,364424,116733
197838,-308011,-363952,231980,117082
211156,-547001,-144285,70389,117391
197662,-397071,-123249,316939,117851
411927,396035,74925,189959,117917
250554,-480883,-90294,395646,117922
320933,390,-31155,397288,118047
360012,253953,-119994,276984,118395
194108,-560369,95425,164818,118597
309317,216855,-283600,46046,118767
379113,697041,271776,-24541,118824
390139,177035,-169536,371137,119004
315229,140237,-142924,100104,119080
279074,-128314,-245441,204548,119314
216126,-134832,8112,82943,119550
203139,196992,-23111,-110324,119626
469737,275759,-173335,571475,119637
425641,491138,-289844,21136,119968
316252,167225,122670,229494,120091
241909,-516529,130507,259030,120316
195676,-440900,3152,178014,120835
356086,74202,-151772,98470,120875
403937,514961,34686,-20856,121053
233369,-669506,-241488,542115,121205
464900,467251,126723,46048,121359
285036,33514,155227,294560,121601
230812,-252615,-123257,-46621,122005
217946,-845204,-95098,482675,122042
450239,1013751,-164969,133003,122386
193049,-126728,26449,88018,122510
240171,-586144,-74995,273467,122833
211055,-60852,271375,143059,123270
293393,74244,-288251,85478,123316
342147,344349,47029,232521,123965
267803,240352,145464,253241,124219
212636,-300808,56880,174984,124473
397393,431279,-123529,321455,124537
243878,-288474,86303,402724,124936
417198,-166350,-260728,502220,125160
348068,744811,194010,79803,125354
196352,28519,-138747,167846,126317
218474,330580,252942,62167,127071
293074,7824,-219125,132193,127208
267376,654108,34607,110409,127607
351755,871616,39264,50842,127732
382763,473106,299725,137595,127941
437023,145043,-443812,50347,128536
310612,60669,-212763,224884,128650
206277,-438399,-62426,333971,128783
292403,337724,-26467,31645,128858
268614,159879,131780,-7114,129693
319917,206109,-59629,-89035,129861
364403,577540,558754,138547,130107
315490,1026,-390406,230098,130374
390119,293504,-151392,48217,132040
367141,299468,-535467,140090,132175
280653,50746,-225504,18127,132188
362874,450492,117346,74881,132971
300795,62586,-352910,182909,133406
201511,-1176151,-367600,602241,133440
199202,-371806,-146719,149262,134540
395537,600269,121243,142958,134642
301149,-93179,177849,415847,134669
323294,-359404,-391785,123683,134686
377956,640325,-440249,17720,134725
329533,270752,-285233,203175,135267
437610,273131,-297512,111445,135305
456587,373733,-206990,253865,135343
404140,538080,-711594,62144,135464
323156,441704,125158,-31310,135477
458367,431388,-255181,283176,135748
398300,464966,380041,188098,135886
347570,-540992,143182,428908,137220
295898,529574,36830,-173210,137737
258434,543181,-392724,-142602,138620
288872,313935,-143846,49715,138843
461186,-182532,-556645,287537,138871
242941,173564,295511,377374,139310
291446,-161456,-470381,411572,139374
422575,798507,-19666,-28997,140081
373489,-243947,-14782,417704,140185
385986,1798,-181259,237161,140327
452400,-413951,-1099024,415704,140372
241193,322402,-430817,-17623,140407
450805,902469,185337,76210,140799
375118,-197216,-420802,349651,140847
310442,-82710,26612,243457,140853
389873,323251,-42493,197831,141494
220707,-673987,-91338,226082,141702
234289,-467414,-170632,303345,141748
391604,245338,-362925,149843,141884
389045,637517,-175952,40647,141933
437192,546177,361085,301358,142377
207336,-11220,-15501,83845,142389
269802,148617,44408,119204,142520
368440,205626,-97093,41969,142597
202278,497735,-276815,28597,143090
321387,-263267,-207692,179740,143219
407745,313078,267364,174184,143938
279353,338705,-193707,40668,144003
356542,708267,117458,123415,144088
209721,-1031836,-167871,544249,144111
242449,-223295,398884,154434,144305
411648,698986,613240,153873,144647
303679,558289,-60089,29610,144835
198011,-537557,-410253,323349,145107
341819,17130,59137,182148,145423
226053,-243113,223923,89931,145608
289779,149020,101123,76778,145638
254849,-44588,64685,75773,145878
389540,111102,-227952,185230,146744
207467,24513,-47981,155045,147618
342399,-220790,-354720,369494,147625
197653,-307287,199272,327330,147675
212518,-569902,-536752,98578,147784
201532,30011,162267,214330,147857
386766,20110,-482397,235911,147869
407137,440057,-85838,211810,147892
203834,-276141,104874,215791,148156
360574,-420547,-132588,337832,148506
374488,225918,-76314,-36261,148618
379447,206491,-215951,227049,148651
286906,799276,87993,70067,148767
250454,-352161,123383,448939,149133
467636,881959,-234890,101275,149602
223040,172199,-48594,320975,150093
233975,21473,276999,-37536,150414
265131,-110481,-168912,44092,150603
424146,298754,-595757,94160,150691
192517,-572421,-299548,449825,150746
231947,-63928,116968,244471,150989
277964,422127,-353258,23163,151021
195664,-562115,-316494,347734,151028
465099,145815,-647339,140003,151179
456535,435690,-263149,149709,151321
353178,436199,-175862,323198,151751
456264,-10061,-365592,257326,152138
348483,343414,320377,42227,152224
304281,-283721,-362301,118309,152565
392649,914208,175612,5478,153779
263776,108705,-14,291243,154035
411740,586641,520482,129808,154187
221704,25326,14841,24596,154330
217046,-559424,223867,396485,154592
396679,313400,673429,157448,155043
358842,213576,-456835,188930,155075
218361,-92448,-149880,252827,155287
290497,416606,-389470,-15149,155732
438369,216074,-21625,6001,156089
434524,25863,-171033,456139,156127
301132,628036,-61629,-219814,156589
433094,-181945,-110541,281820,157336
323450,143590,-115747,258196,157719
301140,803292,48297,-102840,158141
197383,-885097,33335,423993,158195
450594,82040,159916,178427,158333
363381,-234391,-341405,360487,158432
406356,146995,-215092,54031,158446
355709,-18686,-167115,137279,158815
390736,-265375,383554,401869,159016
322997,548209,7859,-81933,159343
208361,-216202,219336,377833,159488
467352,453893,-117609,330256,159554
456358,217466,-134097,-17292,159597
314449,426165,-498155,23038,160076
463810,395097,-316959,237888,160737
292218,-162264,288321,530221,160829
206574,-42767,-265488,70968,160875
306500,111051,-289932,177342,161165
410173,514431,62120,145719,161390
398152,1233711,215068,-16281,161844
408882,460638,162243,40552,161872
329113,273487,172866,242635,161896
435991,218171,-493904,267932,162108
242847,-554808,102037,351684,162938
412667,-3398,-361140,284025,163035
363200,526258,-52857,203340,163452
301740,-251267,-338344,-8587,163576
265898,83738,-133860,82564,163825
226559,-34979,-35827,29744,163994
252416,172935,-1144,148051,164264
429124,-641765,-134042,414623,164292
358624,592641,-41670,22144,164394
412612,102919,-414591,73468,164450
343188,454221,557794,-102648,164871
258771,-325642,-81519,109138,165638
329141,330131,-409715,-45005,166221
255495,-493079,-395318,315364,166451
214398,426414,-463935,-264213,166751
358069,-357175,-293885,324736,166756
210504,-256482,-90448,263732,166837
344161,447176,84863,23769,167050
469289,212634,19946,230711,167054
239433,58649,-226858,-108271,167059
414826,-172766,-373832,97272,167105
326010,296677,-448962,-50748,167395
348126,345833,-325630,121759,167453
306165,420686,-210971,-294,167455
348068,106126,149941,103245,167990
424504,319689,309724,61652,168627
243651,-758511,-479165,111806,169058
265134,-47164,-472327,173025,169074
306828,228630,78106,47387,169422
206870,-217537,96096,-26728,169618
322233,-56925,-169302,120181,170105
203157,-310424,122615,135881,170196
338312,230487,-522413,124018,170217
274039,136322,-247035,-4333,170714
358192,440805,-344611,-12217,170715
250062,277391,-272269,13907,170821
446142,442531,250145,129048,171240
423637,-34123,-50520,357413,171251
417707,502114,-201096,166238,171349
372562,-258658,-245376,334974,171524
394606,423907,7417,84180,171806
254588,-547718,-111316,199136,172137
313362,429078,-99669,-59848,172595
261185,84851,-278360,115462,172956
313299,418328,383447,196541,173844
383380,-247923,-623175,330423,174003
240649,346627,33069,35078,174585
275548,-6606,-305402,160197,174847
370012,-335477,199743,296306,175141
390668,321675,275708,154926,175376
222884,-1149560,-222900,442103,175577
275871,456530,374364,944,175827
276931,328870,108875,134154,176079
365840,317599,-1497,97797,176423
356734,222167,-124363,118429,176871
361180,-517785,-130198,174975,176946
392545,253789,138437,191938,177082
240387,-26265,157543,129024,177332
275196,90901,32147,96246,178002
276686,-258682,-142296,191635,178044
377682,-181471,-524874,169065,178052
195916,-31868,-304873,119238,178175
196490,278977,-109329,17447,178560
377432,-190600,-192479,227555,179542
421232,-737438,-334311,281379,179548
206897,-611952,-124247,461102,179628
196888,-694639,48310,247118,179784
335917,-125271,-447126,-146854,179998
320465,182088,193756,25213,180630
245506,93888,-174734,125588,181078
403628,-250140,-271027,349115,181381
274841,35124,-21252,168842,181612
367320,-97703,-150347,121898,181914
416908,-243935,-36787,248356,182074
195321,-665526,-309137,446899,182086
416452,161126,-572143,162077,182137
283038,-344985,-120078,333078,182165
351777,-606299,-390905,271037,182539
382167,117672,-259699,150740,182589
273930,13417,319176,-48408,182726
304661,-549713,67702,318823,183244
223792,-276178,174994,65628,183280
279630,-282258,-226949,296696,183532
260008,-465496,-129291,140405,183922
202963,-541716,-411681,118581,184520
310178,146944,98746,-39674,184865
322683,-148301,-144659,23693,184971
353155,225495,52399,175995,185094
451467,-24976,-8873,500404,185223
331779,75522,-78555,234586,185391
391844,229717,82984,145989,185521
419095,-29999,-33531,195731,185525
274497,435742,7493,-124607,185559
449108,-15267,-171008,100310,185845
219385,-111439,-205240,206319,185913
386102,-184291,-354927,370371,186139
193712,-134294,-473833,38561,186526
287559,-428712,-170836,271863,186732
431246,-123741,-309335,208101,187489
394223,126710,-33418,127753,187550
469398,-49785,-320698,288502,187586
432253,-36919,55980,280526,187772
437256,718496,118614,-6248,188231
230817,-316844,-91538,96018,188517
437495,115783,-93673,357946,188733
359793,-136153,-214823,154521,189500
219350,-1270416,-207913,574330,189544
219882,-1203435,28029,589236,190300
411974,238780,9891,302191,190351
246667,-557636,-363359,377151,191054
