x_0,x_1,x_2,x_3,x_4,x_5,x_6,y
185334,758842,-64219,-31682,-201428,747926,2991,-1219343
545605,1181769,-135454,-20763,54820,1152330,-35639,-1219277
192694,800556,18490,-27292,-53580,786371,-67584,-1219200
187880,650172,173884,-22951,38707,638993,-195123,-1219160
530034,1058089,8723,-33250,149322,1038113,-150961,-1218391
462966,837223,-72245,-25674,-114151,821140,-65639,-1218222
476136,1048353,-118058,-21973,-35371,1023785,-31225,-1217949
161798,980666,87743,-18764,152518,956905,-116627,-1216758
499144,976124,-52568,-18742,13167,952501,-91765,-1216351
415876,1210639,-30301,-28505,193371,1183631,-87648,-1216223
542007,868942,68604,-21489,92007,850004,-203858,-1215490
297863,647503,7289,-22558,-170170,636240,-86815,-1215178
414640,737289,-65192,-17769,-192669,721019,-58382,-1214879
303299,883983,-12689,-18983,-41918,863465,-71723,-1214657
463503,1011001,-174049,-29246,-132023,990814,18626,-1214356
446143,937972,-94173,-30658,-78721,920778,-42896,-1214297
342780,1095392,-9042,-20193,124038,1068517,-85454,-1213901
402430,1167466,-292214,-19641,-188012,1138004,133165,-1213865
315174,765490,-30198,-31086,-128430,754099,-60426,-1213443
379973,766122,-16811,-33603,-109218,755805,-89097,-1213240
182342,412016,180268,-17196,-127610,406087,-198915,-1213120
489251,918152,50132,-18846,95506,896462,-174236,-1212332
154959,480106,145928,-32979,-122661,478831,-163017,-1212254
384808,851198,-2940,-18651,-30847,831602,-101910,-1211273
434784,634207,-40598,-23000,-224893,623570,-84237,-1211254
374498,631850,48635,-31895,-114600,625162,-141878,-1210811
278728,771118,138457,-25514,92569,757117,-190384,-1210179
159553,906793,-104253,-30935,-148334,890735,43176,-1209537
417692,1033532,-247583,-29807,-220947,1012856,92020,-1209166
494893,603323,15565,-21359,-161727,592977,-147105,-1208504
159942,1123480,-80354,-20578,26655,1095859,23255,-1208035
426600,807903,-65263,-20402,-128699,790480,-61567,-1208032
318608,1041709,-104481,-32093,-34456,1021762,235,-1207696
191924,515303,132768,-27638,-106755,510556,-162128,-1207585
361780,710869,6394,-30702,-108378,701088,-103404,-1207546
459680,1058344,-105441,-31803,1299,1037729,-37223,-1207251
401106,794518,-102532,-33938,-187128,783423,-23752,-1206531
450935,764620,-61869,-33609,-153735,754355,-70980,-1206098
521029,871006,-183191,-27692,-228422,854701,10607,-1205934
396732,1133667,-214797,-32836,-96872,1111050,70519,-1205892
289923,683748,-36474,-20573,-199674,670441,-48375,-1205397
425198,966049,-115209,-17248,-90579,942104,-19774,-1205348
278584,800816,-350,-30216,-63978,787896,-75253,-1205225
279997,1146751,-104588,-19616,29031,1117953,10793,-1204945
178084,1140197,-39663,-18499,96350,1111126,-15404,-1204772
396757,634364,-3392,-22980,-174676,623713,-104775,-1204173
526357,936250,-145986,-21930,-138298,915313,-21687,-1204043
468339,1190197,-203547,-17682,-46143,1159142,41774,-1203702
542311,1165961,-195947,-19655,-40133,1136555,15413,-1203452
454297,1037427,-187372,-27585,-125991,1015657,32170,-1203395
425188,1189866,-26009,-27788,192654,1163222,-93732,-1203376
386878,911986,70922,-30975,113817,895776,-163714,-1202875
282982,1128549,-287234,-22450,-217323,1101577,161425,-1202096
540339,920176,68402,-33587,144073,904836,-203238,-1201785
415046,572416,8590,-21761,-191714,563252,-119669,-1200854
155280,768171,116890,-29020,44884,755793,-139027,-1200638
341397,891989,39654,-24722,62051,873708,-125455,-1200287
147720,862841,-102535,-18023,-178832,842593,44960,-1200034
321119,937872,40842,-27522,90767,919317,-120942,-1199339
446564,926778,-165735,-23193,-171851,906699,16326,-1198911
268433,1152998,-180938,-34259,-56382,1130370,77235,-1198896
358945,1081065,-158090,-25314,-64744,1056886,33746,-1198600
160995,1078857,-6267,-27523,112679,1055711,-38460,-1198472
533769,1125234,1729,-24957,206349,1099462,-146175,-1198327
220773,1011031,-151301,-20746,-118223,987143,65585,-1197316
347592,993655,-91715,-29381,-37153,974092,-18210,-1197238
167777,1116595,30609,-22792,178716,1090161,-70876,-1195732
364683,640384,32130,-31075,-115816,633061,-125531,-1195083
241527,845775,-60934,-31324,-116748,831873,-14971,-1195033
387037,1168893,-118369,-25207,45861,1141807,-6806,-1194645
519546,877646,17043,-16854,37263,856408,-155016,-1194383
399619,1076653,20105,-25190,169133,1052564,-125034,-1194096
286809,880819,-46580,-25537,-70054,863257,-39151,-1193530
287351,846643,-74332,-25209,-123341,830051,-16288,-1193514
513435,707970,-52402,-25588,-169960,696058,-95777,-1193492
170061,920086,-118995,-21620,-157511,899540,52550,-1193449
179369,1085535,-71625,-33905,35466,1064950,10749,-1192944
501567,1047069,-142357,-21969,-49738,1022541,-17973,-1192555
322480,759691,-72382,-20980,-188030,744089,-27430,-1192430
156957,1168031,-145990,-27831,-18355,1142116,78486,-1192369
403536,935016,70367,-26102,147620,915935,-167771,-1192082
203831,1119453,-133974,-18580,-34688,1091093,55813,-1191505
352345,483275,68915,-31403,-178011,481210,-152686,-1191390
453032,1152771,-298077,-29070,-175641,1127893,124304,-1191195
559040,854062,-136897,-26201,-153767,837661,-38085,-1191163
213421,1165808,-319570,-26441,-238050,1139360,207099,-1190800
232456,765183,140177,-25051,88715,751174,-179263,-1190640
355975,979597,4953,-20575,76780,956658,-100635,-1190478
349309,532032,74370,-26231,-136018,526128,-156386,-1190316
439476,932161,-139614,-19483,-134608,910292,-3410,-1190294
365579,617977,-17129,-19884,-207752,606512,-84931,-1189593
182633,847457,-40666,-20491,-92256,828784,-15806,-1189295
379609,805270,-69849,-22191,-137011,788711,-45022,-1189135
412839,1148124,-260549,-16928,-150874,1118111,104086,-1188924
392076,1083025,-174180,-20259,-76678,1056582,38103,-1188670
255059,1039922,-153009,-28267,-91285,1018368,57704,-1188649
209454,1035432,-235302,-18572,-217252,1009804,138304,-1187966
390019,728072,-15523,-19756,-124947,712967,-92890,-1187883
147004,1043521,73162,-20200,186566,1018338,-100525,-1187851
409808,864248,-161098,-19531,-213564,844611,22448,-1187830
453822,933105,-38825,-29846,9016,915716,-90870,-1187155
436026,1190960,-179396,-26827,-7323,1163862,30511,-1186983
223701,968861,41275,-31957,105004,951227,-94883,-1186734
176579,763297,201479,-26720,176953,750076,-214940,-1186685
226819,1083586,16456,-24556,145389,1058995,-75151,-1186375
473811,1215789,-175524,-32436,25600,1190324,17054,-1186240
429967,767036,62342,-24850,24579,752880,-168284,-1186171
286249,1113378,-59248,-19594,81451,1085657,-28496,-1185828
484387,1055006,-236250,-24602,-160309,1031366,64537,-1185504
488889,968264,-20134,-19648,59028,945291,-115876,-1185372
189134,868894,-155447,-34248,-222946,855511,77603,-1185253
338542,675622,35921,-26703,-87804,665248,-121586,-1185026
297783,846470,-89778,-31150,-143569,832469,-6310,-1185017
201666,584152,70167,-30471,-118460,578397,-112864,-1184935
265687,988541,-98827,-18917,-66245,964590,9897,-1184701
526084,852034,-24446,-19147,-30128,832628,-122387,-1184678
406345,933470,-94759,-25970,-78718,914382,-31618,-1184633
477948,1134697,-320588,-24160,-212022,1108269,136212,-1184447
315523,786902,7097,-33474,-45382,775853,-91444,-1184027
540776,942234,69829,-21281,165761,920819,-204540,-1183823
433670,871532,-17011,-32470,-5863,857290,-103492,-1183402
350987,811655,-67725,-30386,-119203,798456,-39021,-1183111
261317,770669,32240,-29615,-38894,758469,-97593,-1182980
235259,858229,-101498,-22833,-159412,840225,20363,-1182121
254135,637883,19235,-24676,-140402,627856,-84862,-1181795
348986,908567,-189270,-17384,-210787,886553,62300,-1181651
358459,818260,144201,-31652,161878,805397,-216767,-1180469
152310,670683,39654,-31214,-113019,662434,-74181,-1180229
320960,1065211,-113309,-24592,-17002,1041233,6916,-1180113
272273,1204426,-340404,-29120,-225615,1177888,208416,-1179912
225967,781273,-37921,-18515,-125901,763895,-29833,-1179411
196431,963901,-58041,-19510,-33880,941011,-5141,-1179306
461002,468122,27899,-27494,-226388,464849,-148141,-1178784
232049,1028765,95962,-23067,232515,1005311,-142492,-1178000
499530,1043848,-167083,-25943,-69153,1021155,3081,-1177513
260776,437307,393510,-21663,209049,432498,-396994,-1177457
193322,847150,139038,-33289,155388,834058,-167707,-1177424
384715,822752,-71094,-22096,-123174,805582,-45375,-1177404
179197,1037871,-196635,-20737,-157257,1013105,114448,-1176264
502732,865475,-37883,-29809,-28221,850272,-104913,-1176187
195704,882760,130725,-21401,164136,863334,-161459,-1175730
151641,639865,60457,-25900,-100066,630306,-91249,-1175522
445185,864087,-107047,-28647,-124499,848424,-31961,-1175152
202271,1058099,-196688,-17683,-140072,1031346,108235,-1174946
294456,645658,135555,-23106,14204,634694,-192243,-1174915
480451,1041779,-152070,-19388,-58462,1016299,-4193,-1174203
465675,601687,211983,-32233,117803,596128,-302042,-1174191
490136,723077,132522,-24815,94440,710336,-242790,-1174110
407124,1152399,-215202,-29376,-70332,1127666,68037,-1173880
210782,1183184,-178404,-21524,-30978,1154031,90767,-1173806
517421,1034237,-246479,-18182,-191484,1008478,64061,-1173666
318663,921375,-174632,-20072,-201812,900113,58386,-1173519
553647,1146316,-276367,-25448,-136319,1120070,79019,-1172448
445788,1107569,-208892,-17972,-92287,1079331,52320,-1172037
303442,1023415,25840,-30046,157244,1003172,-103709,-1171658
395575,1178121,-179882,-31978,-2114,1153683,41883,-1171263
152420,856815,948,-23189,-39954,839012,-42117,-1171173
154845,1060169,-131898,-21319,-52169,1034932,67375,-1170712
261086,923800,-64748,-20546,-57063,902666,-17112,-1170688
283019,660849,201717,-27995,121017,651519,-244000,-1170650
438233,619574,109077,-23589,-13219,609670,-209276,-1170522
339001,644781,31335,-18143,-116519,631686,-117907,-1170424
536290,1104988,-195093,-21693,-69023,1078454,16338,-1169789
505611,920439,-164389,-32768,-143491,904735,-801,-1169292
415287,452777,63175,-26478,-195474,449561,-164994,-1168812
308440,840495,-46394,-21004,-87119,822272,-45171,-1168311
264715,1217132,-244346,-21220,-86683,1186741,130818,-1168141
172747,473922,89117,-23219,-179735,468599,-120735,-1168003
309391,727325,75066,-30705,1244,717010,-146138,-1167962
319971,1104810,-159418,-26384,-38765,1080324,45417,-1167732
509471,913370,-1214,-31470,62182,897331,-137145,-1167491
421787,1036841,-279058,-30709,-221597,1016451,117007,-1167408
390042,675855,-17960,-28334,-144037,666184,-90875,-1167387
156072,942429,-80733,-32145,-72251,925737,24619,-1167208
242722,631018,-24972,-34272,-185135,625392,-45113,-1166790
487772,1180014,-57453,-23331,167081,1151750,-84631,-1166628
168513,844101,24281,-24562,7478,827310,-65828,-1166492
523962,852843,-35475,-19689,-33492,833646,-112668,-1166490
543711,812993,-176824,-30888,-218169,799969,-822,-1166131
236942,1062793,-279578,-33292,-234350,1042682,167563,-1165883
225311,597500,21826,-23483,-171254,588269,-79194,-1165694
403910,611091,131369,-21371,5,600497,-218452,-1165533
312395,849814,67442,-22845,85442,832090,-140631,-1164617
283048,753972,-98760,-17123,-214587,736877,5134,-1164346
404924,912106,-119314,-21140,-112223,891611,-10873,-1164206
243576,1031301,1368,-18937,116299,1005966,-67184,-1164155
329032,1129438,-209767,-18600,-95670,1100761,84707,-1163515
540623,662546,-85511,-31892,-216316,654857,-75698,-1163434
424519,928704,-236600,-30734,-233892,911845,81062,-1163209
272608,516620,49681,-29509,-179389,512645,-115115,-1162991
438204,933567,9925,-31711,82145,916975,-127056,-1162989
428297,619379,52236,-26983,-81766,610958,-159452,-1162931
407771,923925,-44386,-24783,884,904631,-73771,-1162319
446510,802170,-94815,-31569,-139169,789794,-42462,-1162253
299376,1095907,-136674,-19381,-21946,1068662,32142,-1161866
209537,557145,13727,-29143,-202732,551691,-68202,-1161597
560042,670722,-74351,-23625,-200380,659168,-90217,-1161587
561910,663735,-70922,-18485,-200616,650171,-93567,-1161583
264530,1145139,-31161,-22761,148169,1117762,-45895,-1161552
353343,1211157,-302266,-34307,-143241,1186657,154809,-1160866
530266,766279,-136137,-25662,-210213,752501,-30913,-1160535
224797,1201597,-287204,-29104,-146599,1175143,177179,-1160446
558053,1143755,-140433,-22806,50934,1116444,-34885,-1160184
397612,915186,-80662,-23017,-56233,895408,-40938,-1159964
213455,933827,87042,-29328,162522,916189,-130053,-1159774
207188,622042,46244,-27722,-118035,613856,-94526,-1159677
477070,1125764,-329171,-18482,-231405,1097155,143568,-1159625
355042,1067976,-33342,-17588,107718,1040860,-68630,-1157608
534648,1061454,-270246,-27683,-170747,1038945,79096,-1157194
337060,1193576,-179651,-28920,13668,1167303,57559,-1156895
419019,1013058,-177432,-20802,-117197,989129,33494,-1156538
533040,615972,-43312,-21796,-193653,605404,-108631,-1156465
414731,1041171,-281191,-26375,-224785,1018753,120689,-1156362
399836,1035556,-88404,-24319,19639,1012425,-35122,-1155656
431345,961600,-70844,-20977,-1563,939423,-58226,-1155482
526092,1087237,-261514,-19687,-155760,1060408,74176,-1155224
307132,1181703,-1688,-33075,229580,1157625,-81885,-1155164
341901,862674,-472,-20418,2159,843475,-92321,-1155122
300973,730875,-7806,-21872,-102559,716599,-75142,-1155088
223817,1220209,-135087,-29604,64144,1193368,51316,-1155088
424037,1197959,-371062,-20174,-239205,1167736,192682,-1154605
256654,749841,44996,-32829,-15600,739718,-106905,-1154503
249241,421530,252168,-28313,26258,420130,-276672,-1154492
370818,775137,-23254,-31952,-70730,763808,-81273,-1154455
321111,1020620,-178387,-27984,-110628,999572,60835,-1154301
479064,1080564,-91410,-25336,64340,1056411,-54113,-1154244
319364,1102604,-23072,-33775,147810,1081407,-67471,-1153870
482360,1057348,-141508,-24380,-25614,1033535,-13468,-1152879
306242,626293,65789,-25365,-69283,616943,-137592,-1152548
459243,847087,126489,-23384,181982,829686,-229411,-1152538
304475,1032207,-147937,-32691,-58688,1012830,40099,-1152476
278241,845381,-4198,-19524,-17420,826355,-71969,-1152357
238237,964373,-189751,-22306,-190314,942684,92731,-1151705
477450,1168475,-343787,-17925,-217548,1138234,155583,-1151646
368027,999549,-166908,-30286,-100133,980189,38596,-1151524
197899,973101,-171869,-32445,-160563,955541,88842,-1151339
162149,579653,173319,-18251,17816,568725,-187677,-1150927
447622,547409,58352,-30992,-110935,543077,-169764,-1150276
382086,1159537,-7923,-18894,208443,1130009,-97040,-1150158
405635,1021204,-198842,-29125,-119138,1000633,54875,-1150081
484787,1051783,-57852,-32301,84724,1031599,-83490,-1150064
170436,919173,-49760,-17976,-33532,897071,-4958,-1149927
182012,1135444,-168870,-25514,-39181,1109582,90663,-1149444
246115,460350,188960,-17576,-41948,453013,-223415,-1148717
437832,929493,75149,-21495,166317,908587,-181036,-1148350
508062,563746,20317,-20441,-152751,554289,-154616,-1148310
463400,1150713,-247983,-22330,-97985,1122967,79957,-1148078
276684,929434,-143572,-17871,-138251,906952,44015,-1148021
346808,558555,-19404,-24896,-224248,551206,-77954,-1147987
175675,757389,109316,-24822,63690,743534,-138277,-1147492
325746,966158,-117134,-21917,-57028,944241,8791,-1147341
367832,1156563,-270257,-28356,-121793,1131250,124340,-1146564
556762,736274,-38953,-25025,-96621,723196,-118677,-1145710
158855,595656,251287,-33557,141299,590870,-251432,-1144904
441298,1203589,-79438,-22093,166155,1174019,-53799,-1144277
199498,1014903,-86947,-26774,-15157,993514,17995,-1144253
353172,933482,17742,-24939,100967,913945,-110480,-1143079
521077,840937,-65150,-28969,-61276,826168,-87280,-1142427
241827,943163,-197850,-17208,-205469,919945,98472,-1142175
509141,1031429,-90206,-33280,53480,1012334,-63268,-1141814
393899,911456,-41313,-32340,14169,895858,-72558,-1141608
449277,1147853,-230836,-25813,-72071,1121716,69569,-1141077
158532,1203338,-103098,-19432,92829,1172617,42495,-1140187
398602,1179508,-166194,-24426,27639,1151737,29713,-1139754
411391,949445,465,-22528,91862,928338,-111941,-1138965
427373,893086,-59584,-23286,-15591,874145,-66485,-1138325
532144,1179098,-150559,-27133,80314,1152518,-19463,-1138298
303834,1073254,-150197,-25308,-35675,1049327,42146,-1137303
219950,715428,-73269,-21630,-194716,701551,1108,-1137217
358153,915558,44906,-34172,130207,900624,-134353,-1136566
166425,526648,55377,-31355,-166185,523150,-91045,-1135959
388196,1168962,-277657,-22716,-128045,1140790,124954,-1135352
389485,433043,68267,-20946,-191345,428061,-162219,-1135301
258321,661414,197852,-23178,128872,649969,-234098,-1134885
154090,864784,3743,-31557,5677,850365,-44887,-1134355
471257,1205866,-143451,-25729,99715,1177804,-8847,-1134296
562543,1148825,-130525,-21804,81797,1120912,-44318,-1134239
281471,495401,55256,-25321,-178376,490294,-122142,-1133988
338070,817820,-13535,-26743,-21362,802834,-80451,-1133934
340621,1069436,-234513,-22864,-137284,1044569,102082,-1133906
562529,1017890,-235928,-27021,-149800,996511,43081,-1133776
191785,1189936,-95115,-32099,106910,1165166,26859,-1133553
505962,944136,-163628,-29040,-114595,926037,-1528,-1133373
315090,1160018,-129888,-18242,58267,1130189,22254,-1133283
320424,762517,-35248,-20411,-94119,746576,-57663,-1133098
470039,705493,90031,-29234,50431,695249,-202109,-1132703
223006,732081,-111519,-22712,-234152,718132,31994,-1132409
187950,1135320,-242590,-22980,-131696,1108358,150179,-1132144
248801,469608,73974,-17813,-160151,462072,-128802,-1131812
413101,922666,-81581,-26464,-34213,904145,-44376,-1131733
300671,744401,-39483,-28711,-114414,732662,-48795,-1131659
347476,1004775,-161829,-24304,-90442,982641,39957,-1131490
213517,767747,-119682,-20767,-217243,751790,41336,-1131475
229794,522447,49947,-22476,-162273,515220,-103727,-1131345
256032,1164094,-118726,-34001,73463,1140993,29014,-1131192
441098,971814,-203125,-17515,-165082,947797,48810,-1130915
176244,1113622,-417,-24134,175884,1087869,-47446,-1130823
472033,507004,-8503,-20092,-218630,499243,-120949,-1130782
319114,931810,-223397,-32311,-215848,915536,98697,-1130623
399250,784513,-59877,-24308,-106907,769552,-58616,-1130342
309279,1021764,-212927,-20161,-148514,997272,92683,-1129586
479951,752037,-19466,-33002,-49571,741917,-114007,-1129516
211629,495167,8430,-29838,-235550,492034,-64377,-1129458
541433,936733,-105540,-19884,-37335,914890,-59310,-1129178
269118,847911,-165291,-23908,-215463,830712,64075,-1129062
202680,785213,183681,-25888,204888,770917,-207260,-1129028
315348,1192238,-276207,-26024,-105345,1164749,143506,-1128852
370118,782253,64196,-21148,54642,765989,-153592,-1128318
208654,1211202,-235388,-24163,-60055,1182285,138593,-1128306
316610,1067420,-122013,-22846,5531,1042611,15313,-1128008
205542,985309,-11387,-23707,78518,963548,-46295,-1127814
191675,954562,18281,-32709,106150,937721,-67134,-1127744
514531,732445,-58371,-32480,-115688,722736,-91125,-1127708
324287,626529,5872,-23554,-130039,616383,-92805,-1126954
417930,1171986,-228637,-33433,-40897,1148380,76246,-1126672
398142,1132761,-266115,-17208,-137054,1103371,112687,-1126436
432142,688428,-40397,-30098,-141617,679115,-83687,-1125954
265739,786106,25871,-29997,1262,773569,-93511,-1125856
206713,643782,249374,-30773,185761,636217,-262823,-1125805
206508,606702,124198,-17977,-13520,594774,-158977,-1125423
492501,613655,102280,-29041,15045,606316,-218356,-1125352
278423,1174435,-255852,-17566,-102934,1143843,136642,-1124505
285047,1117348,-111050,-19714,52800,1089550,14782,-1124126
157942,998953,-54799,-30548,21685,979726,2608,-1123560
489420,920658,-116835,-30713,-65084,904052,-35840,-1123422
238734,1128869,-158293,-21704,-11365,1101563,66512,-1123176
194019,802261,-93013,-30549,-155057,789438,24510,-1123154
364744,498338,53636,-17280,-155423,489634,-143380,-1122972
291171,692433,-64240,-28086,-176996,682114,-25691,-1122947
180412,1172649,-160491,-26787,20616,1146129,84150,-1122419
405121,1044751,-236356,-26549,-145281,1022292,86120,-1121894
498914,1032877,-216035,-24935,-112574,1010102,43837,-1121847
274386,765551,-16658,-33712,-61386,755300,-60592,-1121377
304342,878793,-136469,-31651,-136064,863958,30626,-1121375
327658,1124474,-249934,-22844,-115595,1097806,118383,-1121244
259039,1034102,-175893,-33073,-83482,1014829,75599,-1120678
446500,392339,73186,-33704,-181968,394237,-181759,-1120631
416877,623779,-15556,-33443,-145412,618028,-100145,-1120024
320851,1154977,-135957,-28246,55536,1129668,25725,-1120007
333181,536389,32530,-28209,-159277,531205,-117320,-1119967
277616,719910,-59882,-18248,-165275,704414,-25629,-1119766
271282,1123983,-121378,-18739,38950,1095545,27078,-1119655
341524,1139157,-28123,-18559,186913,1110146,-69292,-1119382
340016,802870,-76063,-33006,-116829,791097,-29134,-1119381
451205,639107,-24003,-20403,-148339,627180,-102450,-1118874
268055,463053,30639,-28250,-217716,460274,-98092,-1118693
539345,542193,102670,-18622,-42155,532646,-231382,-1117357
164719,557986,241054,-32571,122509,553996,-244537,-1117335
332501,1129727,-212807,-18159,-66529,1100849,86286,-1117052
174111,766002,-28320,-17339,-100680,748609,-23732,-1116887
259857,585515,-53409,-28571,-237232,578888,-26181,-1116126
153661,688490,205351,-23012,162325,676091,-211936,-1116084
289359,1173294,-35865,-32988,198604,1149453,-48727,-1115970
225839,884110,-57764,-22890,-41325,865288,-13345,-1115537
192666,775288,93939,-19997,72787,758750,-130134,-1115257
377569,980316,-245036,-24733,-202341,959165,100788,-1115019
503514,1067368,-203199,-28694,-72213,1045106,31946,-1114612
260898,768261,22713,-34127,-3976,758102,-89580,-1114316
338444,1174199,-54473,-17330,174289,1143512,-46609,-1113871
156587,700544,-108400,-25266,-239342,688733,47419,-1113867
558083,1064190,-332689,-25842,-228729,1040790,124516,-1112828
356010,728724,94252,-21414,71491,714319,-174688,-1112616
214100,660460,-67425,-34308,-212778,653890,-2151,-1112382
480726,872430,102731,-22386,200736,853769,-215537,-1112178
346929,1204514,-182779,-21960,34333,1174856,57476,-1111770
155528,1161680,-231617,-18395,-89067,1131865,149872,-1111627
199215,600807,15790,-30795,-151098,594650,-67113,-1111189
176554,712211,188497,-29882,156776,702030,-204169,-1110220
407827,968367,-73746,-27866,30065,948968,-49443,-1110050
158693,1133278,-207454,-34104,-70217,1111226,128979,-1110040
168874,584729,85517,-27969,-65425,577866,-116700,-1109906
470380,884589,-9379,-33329,61450,870296,-119775,-1109773
338829,452250,84490,-26920,-140701,449244,-161934,-1109765
225427,1023377,-268010,-26584,-220273,1001629,161093,-1109667
276608,915278,-147184,-30875,-128089,898918,47031,-1109507
257237,1090615,-215756,-30066,-92956,1068193,109141,-1109185
370908,976136,17269,-25122,155367,955289,-114897,-1109170
413304,1050431,-268479,-24119,-181798,1026729,110536,-1109147
164180,886847,-155893,-33470,-161272,872542,84739,-1108930
372610,1112545,-38138,-30521,170511,1089608,-69417,-1108756
235086,997197,-18456,-29557,99084,977596,-48445,-1108724
331151,1178083,-191380,-22209,3518,1149393,68886,-1108317
429539,1141935,-278575,-20687,-128244,1113760,114505,-1107682
266968,720276,-74098,-20009,-175589,705534,-10955,-1107587
246774,1169917,-249671,-31287,-81098,1145445,140098,-1107554
239659,689804,18308,-29317,-69875,680107,-80168,-1107460
451201,833922,-51811,-23690,-39217,817083,-79392,-1107453
567319,913143,-257967,-24055,-239316,893883,60056,-1107335
370646,797624,-88166,-25023,-113814,782547,-27404,-1106997
462920,1022877,-100689,-20106,35600,998325,-42042,-1106959
512058,592533,-53390,-26111,-195207,584607,-94585,-1106874
244392,912484,10251,-24465,79868,893424,-74771,-1106520
564307,1138706,-111444,-33312,110510,1116132,-60618,-1106440
191037,576895,10457,-20773,-169563,567155,-60474,-1106380
533177,682148,30364,-21700,-16828,669385,-169757,-1105130
285536,919346,-45405,-30327,13916,902615,-39780,-1104863
397861,1042986,-112554,-27628,28412,1021054,-14562,-1104779
240304,719223,-49669,-34003,-138388,710607,-23980,-1104009
150564,686573,19315,-30550,-79105,677517,-56843,-1103823
298799,1021266,-2637,-30231,144417,1001174,-78838,-1103818
303236,971709,-264485,-33397,-231202,954610,137071,-1103622
315191,1091191,-30297,-18759,152429,1063829,-60349,-1103528
371707,568099,-59965,-20928,-236308,558713,-51075,-1103512
146522,832967,-166541,-20429,-230756,814739,98356,-1103174
294641,645718,-41956,-20929,-171686,633804,-45109,-1103005
160494,533864,119083,-29696,-60051,529409,-142259,-1102768
553600,821853,96158,-31974,177199,809012,-229848,-1102536
397716,859165,-186185,-17763,-199378,838924,46529,-1102067
250457,623303,251432,-27001,189694,614763,-276392,-1101569
363018,481789,37355,-19267,-175328,474490,-129412,-1101495
275296,1122236,-260644,-20257,-131852,1094515,141462,-1101324
513307,1187500,-239738,-34068,-15038,1163666,59587,-1101185
510588,647398,-64998,-22103,-173767,635941,-84561,-1100930
492302,644206,-49246,-24897,-149552,634070,-92664,-1100834
391074,842224,-50691,-30353,-25632,828015,-64016,-1100766
465034,873661,-196887,-23578,-194603,855480,37147,-1100365
431045,892250,-73247,-30446,-23200,876453,-56153,-1100082
565676,760679,-119820,-21435,-156713,745243,-54044,-1099424
332088,1047363,-181145,-25265,-68432,1024260,60145,-1099413
241632,705473,-60563,-25866,-157407,693763,-15307,-1099245
339067,680123,-4567,-29376,-94334,670766,-88157,-1099199
548822,1101864,-327791,-28615,-189981,1078445,122966,-1098963
280485,1131497,-114001,-30597,81309,1107976,18466,-1098595
408092,1175803,-134428,-32945,94767,1151862,800,-1098507
334485,1079416,-136371,-30869,30918,1057708,22371,-1097373
561885,1206807,-61934,-22030,233196,1177104,-101012,-1097258
233064,1070933,-198952,-18535,-85730,1044133,101762,-1097232
211853,1018703,-158374,-20394,-73367,994413,73869,-1096906
402194,584475,113272,-27853,7471,577570,-202982,-1096473
488652,1194984,-204567,-31990,35315,1170002,37111,-1096226
299632,503890,185652,-30416,34592,500724,-235184,-1095364
344086,1183133,-284598,-26298,-97540,1156059,142670,-1095333
384624,844624,-203400,-25283,-236464,828130,64352,-1094841
151473,1195299,-167321,-33301,36164,1170878,97660,-1094678
435011,1169866,-216119,-23121,-7895,1141841,61235,-1094338
475301,1027952,-288624,-25295,-192207,1005493,110428,-1094326
142658,1172992,-264616,-25394,-106981,1145854,180723,-1094202
541480,960559,-72152,-20111,49189,938038,-87007,-1093472
203088,1112358,-12485,-18453,182314,1084173,-44719,-1093256
305503,1216826,-159386,-20163,66549,1185984,49313,-1092898
441304,951192,-97200,-25981,-7068,931532,-39074,-1092802
273564,695421,-53965,-31016,-148855,686281,-29437,-1092736
189668,911747,-195304,-20571,-196313,891016,110505,-1092342
179342,670409,-33358,-21919,-155061,658123,-20973,-1092082
229983,493114,-2241,-23532,-224753,487303,-60506,-1092021
279920,575950,-48403,-17040,-222664,564615,-35772,-1091571
558826,543854,21397,-20557,-126243,535095,-169277,-1091541
374742,438625,99354,-18911,-125846,432575,-183998,-1091333
303556,798262,-151528,-30541,-199554,785566,43325,-1091110
400782,737167,145753,-24418,167584,723795,-229530,-1090549
436450,940622,-109762,-27851,-30940,922120,-27341,-1089824
304546,1083124,-123713,-18074,27488,1055726,19994,-1089770
227402,442686,191940,-31988,-12343,442197,-220812,-1089726
439170,918777,-52552,-33715,38966,903539,-75515,-1089593
500125,998322,-267975,-22856,-192384,975767,86575,-1089451
385896,958267,-206808,-32581,-144954,941250,66833,-1089236
336327,1084884,-178856,-29470,-35657,1062390,57099,-1089115
306920,925836,-209262,-30562,-177477,908996,90284,-1088911
376491,769153,-152319,-19388,-219617,752549,24204,-1088907
509749,947788,-54966,-26833,59898,928609,-92652,-1088844
212944,945904,-171810,-29783,-132629,928071,84713,-1088610
182297,1144332,-76815,-32692,128255,1121305,14259,-1088203
404252,761227,9969,-18855,159,744651,-117886,-1087951
375403,1097065,-105547,-27566,81318,1073346,-14283,-1087570
453053,1203293,-375555,-21667,-191788,1173546,188539,-1087561
334008,1203016,-316743,-28257,-127204,1176147,172057,-1087540
298398,712711,-70919,-30978,-159214,702991,-22113,-1086705
243006,1014971,-131398,-17302,-41721,989456,43054,-1086232
234761,940151,-163451,-16915,-124118,916904,71867,-1086183
358721,498087,-31850,-30348,-239028,495080,-70865,-1085904
